ids,plain_text,No,sentences,anncomplete_1,entities_1,relations_1,1_Relevant_1,Action1-PentaClass_1,Action1_CAMEO_1,Action2-PentaClass_1,Action2_CAMEO_1,Action3-PentaClass_1,Action3_CAMEO_1,anncomplete_2,entities_2,relations_2,anncomplete_3,entities_3,relations_3,1_Relevant_3,Action1-PentaClass_3,Action1_CAMEO_3,Action2-PentaClass_3,Action2_CAMEO_3,Action3_CAMEO_3,Action3-PentaClass_3,anncomplete_4,entities_4,relations_4,1_Relevant_4,Action1-PentaClass_4,Action1_CAMEO_4,Action2-PentaClass_4,Action2_CAMEO_4,Action3-PentaClass_4,Action3_CAMEO_4,anncomplete_5,entities_5,relations_5,1_Relevant_5,Action1-PentaClass_5,Action1_CAMEO_5,Action2-PentaClass_5,Action2_CAMEO_5,Action3-PentaClass_5,Action3_CAMEO_5,Action4-PentaClass_5,Action4_CAMEO_5
aHflVynSQtot85rhiOg3KTIiev0a-cameo_100.csv_19,"No. 18 sentences Over the past 18 months, President Dmitry Medvedev has signed two laws meant to rein in Russia's notorious pretrial detention system, an institution often used to extract bribes and enforce widespread corruption.",No. 18 ,"Over the past 18 months, President Dmitry Medvedev has signed two laws meant to rein in Russia's notorious pretrial detention system, an institution often used to extract bribes and enforce widespread corruption.",True,"[('Source-1', 'President Dmitry Medvedev', 25), ('Action-1', 'has signed', 51), ('Action-2', 'rein in', 80), ('Target-1', 'pretrial detention system', 107)]","[[('Source-1', 'President Dmitry Medvedev'), ('Action-1', 'has signed')], [('Action-2', 'rein in'), ('Target-1', 'pretrial detention system')]]",True,2-Material Cooperation,2-6 Engage in Material Coop,4-Material Conflict,3-16 Reduce Relations,,,False,[],[],True,"[('Time', 'Over the past 18 months', 0), ('Source-1', 'President Dmitry Medvedev', 25), ('Action-1', 'signed two laws meant to rein in', 55), ('Target-1', ""Russia's notorious pretrial detention system"", 88), ('Location', 'Russia', 88)]","[[('Source-1', 'President Dmitry Medvedev'), ('Action-1', 'signed two laws meant to rein in')], [('Action-1', 'signed two laws meant to rein in'), ('Target-1', ""Russia's notorious pretrial detention system"")]]",True,3-Verbal Conflict,3-10 Demand,,,,,True,"[('Time', 'Over the past 18 months', 0), ('Source-1', 'President Dmitry Medvedev', 25), ('Action-1', 'has signed two laws', 51), ('Target-1', ""to rein in Russia's notorious pretrial detention system"", 77)]","[[('Source-1', 'President Dmitry Medvedev'), ('Action-1', 'has signed two laws')], [('Action-1', 'has signed two laws'), ('Target-1', ""to rein in Russia's notorious pretrial detention system"")]]",True,2-Material Cooperation,2-6 Engage in Material Coop,,,,,True,"[('Time', 'Over the past 18 months', 0), ('Source-1', 'President Dmitry Medvedev', 25), ('Action-1', 'has signed', 51), ('Target-1', 'laws', 66), ('Action-2', 'rein in', 80), ('Target-2', ""Russia's notorious pretrial detention system"", 88)]","[[('Source-1', 'President Dmitry Medvedev'), ('Action-1', 'has signed')], [('Action-1', 'has signed'), ('Target-1', 'laws')], [('Action-2', 'rein in'), ('Target-2', ""Russia's notorious pretrial detention system"")], [('Source-1', 'President Dmitry Medvedev'), ('Action-2', 'rein in')]]",True,2-Material Cooperation,2-6 Engage in Material Coop,4-Material Conflict,4-17 Coerce,,,,
a8tMGyBftm0dff7JkPJuOYwwmKrK-cameo_100.csv_17,"No. 28 sentences The oil portrait ""Girl from the Sabine Mountains"" shows a peasant woman reclining, closing her eyes and stretching her billowing white sleeves behind her dark hair.",No. 28 ,"The oil portrait ""Girl from the Sabine Mountains"" shows a peasant woman reclining, closing her eyes and stretching her billowing white sleeves behind her dark hair.",True,[],[],False,,,,,,,False,[],[],True,[],[],False,,,,,,,True,[],[],False,,,,,,,True,[],[],False,,,,,,,,
aW.lnjBFti919Cqr7jpFQtn9pmFa-cameo_100.csv_12,No. 68 sentences It's not clear what exact words David Cameron used in private conversation but many Muslim women have taken to Twitter to tell him that they are not quite the timid creatures he is reported to have portrayed them as.,No. 68 ,It's not clear what exact words David Cameron used in private conversation but many Muslim women have taken to Twitter to tell him that they are not quite the timid creatures he is reported to have portrayed them as.,True,"[('Target-1', 'David Cameron', 32), ('Source-1', 'Muslim women', 84), ('Action-1', 'have taken to Twitter to tell him that they are not quite the timid creatures', 97)]","[[('Source-1', 'Muslim women'), ('Action-1', 'have taken to Twitter to tell him that they are not quite the timid creatures')]]",True,3-Verbal Conflict,3-11 Disapprove,,,,,False,[],[],True,"[('Target-1', 'David Cameron', 32), ('Source-1', 'Muslim women', 84), ('Action-1', 'taken to Twitter to tell him that they are not quite the timid creatures he is reported to have portrayed them as', 102)]","[[('Source-1', 'Muslim women'), ('Action-1', 'taken to Twitter to tell him that they are not quite the timid creatures he is reported to have portrayed them as')], [('Action-1', 'taken to Twitter to tell him that they are not quite the timid creatures he is reported to have portrayed them as'), ('Target-1', 'David Cameron')]]",True,3-Verbal Conflict,3-11 Disapprove,,,,,True,"[('Target-1', 'David Cameron', 32), ('Source-1', 'Muslim women', 84), ('Action-1', 'have taken to Twitter to tell', 97), ('Target-1', 'him', 127)]","[[('Source-1', 'Muslim women'), ('Action-1', 'have taken to Twitter to tell')], [('Action-1', 'have taken to Twitter to tell'), ('Target-1', 'David Cameron')], [('Action-1', 'have taken to Twitter to tell'), ('Target-1', 'him')]]",True,3-Verbal Conflict,3-11 Disapprove,,,,,True,"[('Target-1', 'David Cameron', 32), ('Source-1', 'Muslim women', 84), ('Action-1', 'have taken to Twitter to tell', 97)]","[[('Source-1', 'Muslim women'), ('Action-1', 'have taken to Twitter to tell')], [('Action-1', 'have taken to Twitter to tell'), ('Target-1', 'David Cameron')]]",True,3-Verbal Conflict,3-11 Disapprove,,,,,,
a6jDI8CIjNdlFQRx8mgognO8dzU0-cameo_100.csv_13,"No. 32 sentences HONG KONG, March 21 (Xinhua) -- Carrie Lam, the chief executive of the Hong Kong Special Administrative Region (HKSAR), said on Saturday that she was confident that Hong Kong will thrive and soar higher with the full support of the central authorities.",No. 32 ,"HONG KONG, March 21 (Xinhua) -- Carrie Lam, the chief executive of the Hong Kong Special Administrative Region (HKSAR), said on Saturday that she was confident that Hong Kong will thrive and soar higher with the full support of the central authorities.",True,"[('Location', 'HONG KONG', 0), ('Time', 'March 21', 11), ('Source-1', 'hief executive of the Hong Kong Special Administrative Region', 49), ('Source-1', 'HKSAR', 112), ('Action-1', 'said', 120), ('Target-1', 'Hong Kong', 165), ('Action-2', 'thrive and soar higher with the full support of the central authorities', 180)]","[[('Source-1', 'hief executive of the Hong Kong Special Administrative Region'), ('Action-1', 'said')], [('Action-2', 'thrive and soar higher with the full support of the central authorities'), ('Target-1', 'Hong Kong')]]",True,0-Make a Statement,0-1 Make Public Statement,0-Make a Statement,0-1 Make Public Statement,,,False,[],[],True,"[('Location', 'HONG KONG', 0), ('Time', 'March 21', 11), ('Source-1', 'Carrie Lam, the chief executive of the Hong Kong Special Administrative Region', 32), ('Action-1', 'said', 120), ('Time', 'Saturday', 128), ('Action-1', 'confident that Hong Kong will thrive and soar higher', 150)]","[[('Source-1', 'Carrie Lam, the chief executive of the Hong Kong Special Administrative Region'), ('Action-1', 'said')], [('Source-1', 'Carrie Lam, the chief executive of the Hong Kong Special Administrative Region'), ('Action-1', 'confident that Hong Kong will thrive and soar higher')]]",True,0-Make a Statement,0-1 Make Public Statement,,,,,True,"[('Location', 'HONG KONG', 0), ('Time', 'March 21', 11), ('Source-1', 'Carrie Lam, the chief executive of the Hong Kong Special Administrative Region', 32), ('Action-1', 'said', 120), ('Time', 'Saturday', 128)]","[[('Source-1', 'Carrie Lam, the chief executive of the Hong Kong Special Administrative Region'), ('Action-1', 'said')]]",True,0-Make a Statement,0-1 Make Public Statement,,,,,True,"[('Location', 'HONG KONG', 0), ('Source-1', 'Carrie Lam, the chief executive of the Hong Kong Special Administrative Region', 32), ('Action-1', 'said', 120), ('Time', 'Saturday', 128), ('Target-2', 'Hong Kong', 165), ('Action-2', 'with the full support', 203), ('Source-2', 'central authorities', 232)]","[[('Source-1', 'Carrie Lam, the chief executive of the Hong Kong Special Administrative Region'), ('Action-1', 'said')], [('Source-2', 'central authorities'), ('Action-2', 'with the full support')], [('Action-2', 'with the full support'), ('Target-2', 'Hong Kong')]]",True,0-Make a Statement,0-1 Make Public Statement,2-Material Cooperation,2-7 Provide Aid,,,,
aiRxJ8eDlObp5C8cyvAf666xGJaC-cameo_100.csv_16,"No. 92 sentences PESHAWAR: A US drone killed three suspected militants in an attack on a compound in the Kurram Agency on Friday, officials said, in the first strike since President Donald Trump vowed to crack down on the country.",No. 92 ,"PESHAWAR: A US drone killed three suspected militants in an attack on a compound in the Kurram Agency on Friday, officials said, in the first strike since President Donald Trump vowed to crack down on the country.",True,"[('Source-1', 'US drone', 12), ('Action-1', 'killed', 21), ('Target-1', 'suspected militants', 34), ('Action-1', 'attack', 60), ('Location', 'compound in the Kurram Agency', 72), ('Time', 'Friday', 105), ('Target-2', 'officials', 113), ('Time', 'f', 115), ('Action-2', 'said', 123), ('Source-3', 'President Donald Trump', 155), ('Action-3', 'vowed to crack down', 178), ('Target-3', 'country', 205)]","[[('Source-1', 'US drone'), ('Action-1', 'killed')], [('Action-1', 'killed'), ('Target-1', 'suspected militants')], [('Action-1', 'attack'), ('Target-1', 'suspected militants')], [('Source-3', 'President Donald Trump'), ('Action-3', 'vowed to crack down')], [('Target-3', 'country'), ('Action-3', 'vowed to crack down')]]",True,4-Material Conflict,4-18 Assualt,0-Make a Statement,0-1 Make Public Statement,3-Verbal Conflict,3-13 Threaten,False,[],[],True,"[('Location', 'PESHAWAR', 0), ('Source-1', 'US drone', 12), ('Action-1', 'killed', 21), ('Target-1', 'suspected militants', 34), ('Action-1', 'attack', 60), ('Target-1', 'compound', 72), ('Location', 'Kurram Agency', 88), ('Time', 'Friday', 105), ('Source-2', 'officials', 113), ('Action-2', 'said', 123), ('Action-1', 'strike', 142), ('Action-1', 'vowed to crack down', 178)]","[[('Source-1', 'US drone'), ('Action-1', 'killed')], [('Source-1', 'US drone'), ('Action-1', 'attack')], [('Source-1', 'US drone'), ('Action-1', 'strike')], [('Action-1', 'killed'), ('Target-1', 'suspected militants')], [('Action-1', 'attack'), ('Target-1', 'compound')], [('Action-1', 'strike'), ('Target-1', 'compound')], [('Action-1', 'strike'), ('Target-1', 'suspected militants')], [('Source-2', 'officials'), ('Action-2', 'said')]]",True,4-Material Conflict,4-19 Fight,0-Make a Statement,0-1 Make Public Statement,,,True,"[('Location', 'PESHAWAR', 0), ('Source-1', 'US drone', 12), ('Action-1', 'killed', 21), ('Target-1', 'three suspected militants', 28), ('Action-1', 'attack on a compound', 60), ('Location', 'Kurram Agency', 88), ('Time', 'Friday', 105), ('Source-3', 'officials', 113), ('Action-3', 'said', 123), ('Action-1', 'strike', 142), ('Source-2', 'President Donald Trump', 155), ('Action-2', 'vowed to crack down', 178), ('Location', 'country', 205)]","[[('Source-1', 'US drone'), ('Action-1', 'killed')], [('Source-1', 'US drone'), ('Action-1', 'attack on a compound')], [('Source-1', 'US drone'), ('Action-1', 'strike')], [('Action-1', 'attack on a compound'), ('Target-1', 'three suspected militants')], [('Action-1', 'strike'), ('Target-1', 'three suspected militants')], [('Source-2', 'President Donald Trump'), ('Action-2', 'vowed to crack down')], [('Source-3', 'officials'), ('Action-3', 'said')]]",True,4-Material Conflict,4-19 Fight,3-Verbal Conflict,3-13 Threaten,0-Make a Statement,0-1 Make Public Statement,True,"[('Source-1', 'US drone', 12), ('Action-1', 'killed', 21), ('Target-1', 'suspected militants', 34), ('Action-1', 'attack', 60), ('Target-1', 'compound in the Kurram Agency', 72), ('Location', 'compound in the Kurram Agency', 72), ('Time', 'Friday', 105), ('Source-2', 'officials', 113), ('Action-2', 'said', 123), ('Source-3', 'President Donald Trump', 155), ('Action-3', 'vowed', 178)]","[[('Source-1', 'US drone'), ('Action-1', 'killed')], [('Source-1', 'US drone'), ('Action-1', 'attack')], [('Action-1', 'killed'), ('Target-1', 'suspected militants')], [('Action-1', 'attack'), ('Target-1', 'compound in the Kurram Agency')], [('Source-2', 'officials'), ('Action-2', 'said')], [('Source-3', 'President Donald Trump'), ('Action-3', 'vowed')]]",True,4-Material Conflict,4-18 Assualt,0-Make a Statement,0-1 Make Public Statement,0-Make a Statement,0-1 Make Public Statement,,
aWhw3WNofd__yRGEO89C9JlOhOf4-cameo_100.csv_14,No. 82 sentences The UN General Assembly is set to vote on a resolution calling on the US to lift its decades-long trade embargo against Cuba.,No. 82 ,The UN General Assembly is set to vote on a resolution calling on the US to lift its decades-long trade embargo against Cuba.,True,"[('Source-1', 'UN General Assembly', 4), ('Action-1', 'set to vote', 27), ('Action-2', 'resolution calling on', 44), ('Target-1', 'US', 70), ('Action-3', 'lift its decades-long trade embargo against Cuba', 76)]","[[('Source-1', 'UN General Assembly'), ('Action-1', 'set to vote')], [('Source-1', 'UN General Assembly'), ('Action-2', 'resolution calling on')], [('Target-1', 'US'), ('Action-3', 'lift its decades-long trade embargo against Cuba')]]",True,3-Verbal Conflict,3-10 Demand,,,,,False,[],[],True,"[('Source-1', 'UN General Assembly', 4), ('Action-1', 'set to vote on a resolution calling on the US to lift its decades-long trade embargo against Cuba', 27), ('Target-1', 'US', 70)]","[[('Source-1', 'UN General Assembly'), ('Action-1', 'set to vote on a resolution calling on the US to lift its decades-long trade embargo against Cuba')], [('Target-1', 'US'), ('Action-1', 'set to vote on a resolution calling on the US to lift its decades-long trade embargo against Cuba')]]",True,3-Verbal Conflict,3-10 Demand,,,,,True,"[('Source-1', 'UN General Assembly', 4), ('Action-1', 'set to vote on a resolution', 27), ('Source-2', 'US', 70), ('Action-2', 'to lift its decades-long trade embargo against Cuba', 73)]","[[('Source-1', 'UN General Assembly'), ('Action-1', 'set to vote on a resolution')], [('Source-2', 'US'), ('Action-2', 'to lift its decades-long trade embargo against Cuba')]]",True,2-Material Cooperation,2-6 Engage in Material Coop,2-Material Cooperation,2-6 Engage in Material Coop,,,True,"[('Source-1', 'UN General Assembly', 4), ('Action-1', 'is set to vote', 24), ('Target-1', 'resolution', 44), ('Action-2', 'calling on', 55), ('Target-2', 'US', 70), ('Source-3', 'US', 70), ('Source-4', 'US', 70), ('Action-3', 'to lift', 73), ('Action-4', 'embargo', 104), ('Target-4', 'Cuba', 120)]","[[('Source-1', 'UN General Assembly'), ('Action-1', 'is set to vote')], [('Action-1', 'is set to vote'), ('Target-1', 'resolution')], [('Action-2', 'calling on'), ('Target-2', 'US')], [('Source-3', 'US'), ('Action-3', 'to lift')], [('Action-4', 'embargo'), ('Target-4', 'Cuba')], [('Source-1', 'UN General Assembly'), ('Action-2', 'calling on')], [('Source-3', 'US'), ('Action-4', 'embargo')]]",True,2-Material Cooperation,2-6 Engage in Material Coop,1-Verbal Cooperation,0-2 Appeal,1-Verbal Cooperation,1-3 Express Intent to Coop,3-Verbal Conflict,3-16 Reduce Relations
a0_RaFj146Coc2zO4xVwOS4lvqgy-cameo_100.csv_9,"No. 6 sentences Pedestrians wearing protective masks walk along the street as a screen displaying a live broadcast of Chinese President Xi Jinping at the National People's Congress in Beijing, China, on Friday, May 22, 2020.",No. 6 ,"Pedestrians wearing protective masks walk along the street as a screen displaying a live broadcast of Chinese President Xi Jinping at the National People's Congress in Beijing, China, on Friday, May 22, 2020.",True,[],[],False,,,,,,,False,[],[],True,[],[],False,,,,,,,True,[],[],False,,,,,,,True,[],[],False,,,,,,,,
a_Mwc5t5OYRulAC3eFPwPv29Y.c0-cameo_100.csv_11,"No. 55 sentences City Councilman Miguel A. Pulido lashed out at a political opponent Tuesday, accusing her campaign of hiring a detective to investigate whether he lives in the city and qualifies as a resident.",No. 55 ,"City Councilman Miguel A. Pulido lashed out at a political opponent Tuesday, accusing her campaign of hiring a detective to investigate whether he lives in the city and qualifies as a resident.",True,"[('Source-1', 'City Councilman Miguel A. Pulido', 0), ('Action-1', 'lashed out', 33), ('Target-1', 'political opponent', 49), ('Time', 'Tuesday', 68), ('Action-2', 'accusing', 77), ('Target-2', 'her campaign', 86)]","[[('Source-1', 'City Councilman Miguel A. Pulido'), ('Action-1', 'lashed out')], [('Action-1', 'lashed out'), ('Target-1', 'political opponent')], [('Target-2', 'her campaign'), ('Action-1', 'lashed out')], [('Target-1', 'political opponent'), ('Action-2', 'accusing')]]",True,3-Verbal Conflict,3-11 Disapprove,3-Verbal Conflict,3-11 Disapprove,,,False,[],[],True,"[('Source-1', 'City Councilman Miguel A. Pulido', 0), ('Action-1', 'lashed out', 33), ('Target-1', 'political opponent', 49), ('Time', 'Tuesday', 68), ('Action-1', 'accusing', 77), ('Target-1', 'her campaign', 86)]","[[('Source-1', 'City Councilman Miguel A. Pulido'), ('Action-1', 'lashed out')], [('Source-1', 'City Councilman Miguel A. Pulido'), ('Action-1', 'accusing')], [('Action-1', 'lashed out'), ('Target-1', 'political opponent')], [('Action-1', 'accusing'), ('Target-1', 'her campaign')], [('Action-1', 'accusing'), ('Target-1', 'political opponent')]]",True,3-Verbal Conflict,3-11 Disapprove,,,,,True,"[('Source-1', 'City Councilman Miguel A. Pulido', 0), ('Action-1', 'lashed out', 33), ('Target-1', 'political opponent', 49), ('Time', 'Tuesday', 68)]","[[('Source-1', 'City Councilman Miguel A. Pulido'), ('Action-1', 'lashed out')], [('Action-1', 'lashed out'), ('Target-1', 'political opponent')]]",True,3-Verbal Conflict,3-11 Disapprove,,,,,True,"[('Source-1', 'City Councilman Miguel A. Pulido', 0), ('Target-2', 'City Councilman Miguel A. Pulido', 0), ('Action-1', 'lashed out', 33), ('Target-1', 'political opponent', 49), ('Source-2', 'political opponent', 49), ('Time', 'Tuesday', 68), ('Action-1', 'accusing', 77), ('Action-2', 'hiring a detective to investigate', 102)]","[[('Source-1', 'City Councilman Miguel A. Pulido'), ('Action-1', 'lashed out')], [('Source-1', 'City Councilman Miguel A. Pulido'), ('Action-1', 'accusing')], [('Source-2', 'political opponent'), ('Action-2', 'hiring a detective to investigate')], [('Action-2', 'hiring a detective to investigate'), ('Source-1', 'City Councilman Miguel A. Pulido')], [('Action-1', 'lashed out'), ('Source-2', 'political opponent')], [('Action-1', 'accusing'), ('Source-2', 'political opponent')]]",True,3-Verbal Conflict,3-11 Disapprove,3-Verbal Conflict,3-9 Investigate,,,,
atk2vatPn7xiXS_ai0GY7OqHdjPm-cameo_100.csv_10,No. 42 sentences Pro-democracy activist Joshua Wong said on Tuesday that he had been disqualified from running in Hong Kong's district council elections.,No. 42 ,Pro-democracy activist Joshua Wong said on Tuesday that he had been disqualified from running in Hong Kong's district council elections.,True,"[('Source-1', 'Pro-democracy activist Joshua Wong', 0), ('Action-1', 'said', 35), ('Time', 'Tuesday', 43), ('Action-2', 'disqualified from running', 68), ('Target-1', ""Hong Kong's district council elections"", 97)]","[[('Source-1', 'Pro-democracy activist Joshua Wong'), ('Action-1', 'said')], [('Action-2', 'disqualified from running'), ('Target-1', ""Hong Kong's district council elections"")]]",True,0-Make a Statement,0-1 Make Public Statement,3-Verbal Conflict,3-12 Reject,,,False,[],[],True,"[('Target-1', 'Pro-democracy activist Joshua Wong', 0), ('Source-1', 'Pro-democracy activist Joshua Wong', 0), ('Action-1', 'said', 35), ('Time', 'Tuesday', 43), ('Action-2', ""disqualified from running in Hong Kong's district council elections"", 68)]","[[('Source-1', 'Pro-democracy activist Joshua Wong'), ('Action-1', 'said')], [('Action-2', ""disqualified from running in Hong Kong's district council elections""), ('Target-1', 'Pro-democracy activist Joshua Wong')]]",True,0-Make a Statement,0-1 Make Public Statement,4-Material Conflict,4-17 Coerce,,,True,"[('Source-1', 'Pro-democracy activist Joshua Wong', 0), ('Action-1', 'said', 35), ('Time', 'Tuesday', 43), ('Target-2', 'he', 56), ('Action-2', ""disqualified from running in Hong Kong's district council elections."", 68)]","[[('Source-1', 'Pro-democracy activist Joshua Wong'), ('Action-1', 'said')], [('Action-2', ""disqualified from running in Hong Kong's district council elections.""), ('Target-2', 'he')]]",True,0-Make a Statement,0-1 Make Public Statement,4-Material Conflict,4-15 Exhibit Force Posture,,,True,"[('Source-1', 'Pro-democracy activist Joshua Wong', 0), ('Target-2', 'Pro-democracy activist Joshua Wong', 0), ('Action-1', 'said', 35), ('Time', 'Tuesday', 43), ('Action-2', 'had been disqualified from running', 59)]","[[('Source-1', 'Pro-democracy activist Joshua Wong'), ('Action-1', 'said')]]",True,0-Make a Statement,0-1 Make Public Statement,4-Material Conflict,4-17 Coerce,,,,
a.8fqHjtV2edArdVp2TSbf593zLi-cameo_100.csv_8,No. 97 sentences Enrollments on federal and state exchanges picked up after slow start in October.,No. 97 ,Enrollments on federal and state exchanges picked up after slow start in October.,True,[],[],False,,,,,,,False,[],[],True,[],[],False,,,,,,,True,[],[],False,,,,,,,True,[],[],False,,,,,,,,
a3Nfwvbk38xsHx22VD_3ukadwEyS-cameo_100.csv_4,"No. 100 sentences ISLAMABAD: The Pakistan Tehreek-e-Insaf Chairman, Imran Khan, on Wednesday ridiculed the former prime minister Nawaz Sharif's call for according him warm welcome upon his return, saying how could a dacoit seek such treatment.",No. 100 ,"ISLAMABAD: The Pakistan Tehreek-e-Insaf Chairman, Imran Khan, on Wednesday ridiculed the former prime minister Nawaz Sharif's call for according him warm welcome upon his return, saying how could a dacoit seek such treatment.",True,"[('Location', 'ISLAMABAD', 0), ('Source-1', 'Pakistan Tehreek-e-Insaf Chairman', 15), ('Time', 'Wednesday', 65), ('Action-1', 'ridiculed', 75), ('Target-1', 'former prime minister Nawaz Sharif', 89)]","[[('Source-1', 'Pakistan Tehreek-e-Insaf Chairman'), ('Action-1', 'ridiculed')], [('Target-1', 'former prime minister Nawaz Sharif'), ('Action-1', 'ridiculed')]]",True,3-Verbal Conflict,3-11 Disapprove,,,,,False,[],[],True,"[('Location', 'ISLAMABAD', 0), ('Source-1', 'Pakistan Tehreek-e-Insaf Chairman, Imran Khan', 15), ('Time', 'Wednesday', 65), ('Action-1', 'ridiculed', 75), ('Target-1', 'former prime minister Nawaz Sharif', 89)]","[[('Source-1', 'Pakistan Tehreek-e-Insaf Chairman, Imran Khan'), ('Action-1', 'ridiculed')], [('Action-1', 'ridiculed'), ('Target-1', 'former prime minister Nawaz Sharif')]]",True,3-Verbal Conflict,3-11 Disapprove,,,,,True,"[('Location', 'ISLAMABAD', 0), ('Source-1', 'Pakistan Tehreek-e-Insaf Chairman, Imran Khan', 15), ('Time', 'Wednesday', 65), ('Action-1', 'ridiculed', 75), ('Target-1', ""former prime minister Nawaz Sharif's call"", 89)]","[[('Source-1', 'Pakistan Tehreek-e-Insaf Chairman, Imran Khan'), ('Action-1', 'ridiculed')], [('Action-1', 'ridiculed'), ('Target-1', ""former prime minister Nawaz Sharif's call"")]]",True,3-Verbal Conflict,3-11 Disapprove,,,,,True,"[('Source-1', 'Pakistan Tehreek-e-Insaf Chairman, Imran Khan', 15), ('Time', 'Wednesday', 65), ('Action-1', 'ridiculed', 75), ('Target-1', 'former prime minister Nawaz Sharif', 89)]","[[('Source-1', 'Pakistan Tehreek-e-Insaf Chairman, Imran Khan'), ('Action-1', 'ridiculed')], [('Action-1', 'ridiculed'), ('Target-1', 'former prime minister Nawaz Sharif')]]",True,3-Verbal Conflict,3-11 Disapprove,,,,,,
arZWFTBV7CHMlTskISJsjyNvbvgW-cameo_100.csv_7,"No. 62 sentences The opening of a new synagogue in Mainz at the very site where Nazis destroyed the previous one 70 years ago, is just one sign of Germany's blossoming Jewish community.",No. 62 ,"The opening of a new synagogue in Mainz at the very site where Nazis destroyed the previous one 70 years ago, is just one sign of Germany's blossoming Jewish community.",True,"[('Source-1', 'opening', 4), ('Target-1', 'new synagogue', 17), ('Location', 'Mainz', 34), ('Action-2', 'destroyed', 69)]",[],True,0-Make a Statement,0-1 Make Public Statement,4-Material Conflict,4-18 Assualt,,,False,[],[],True,"[('Action-1', 'opening of a new synagogue', 4), ('Location', 'Mainz', 34), ('Target-1', 'Mainz', 34), ('Location', 'Germany', 130), ('Target-1', 'Germany', 130)]","[[('Action-1', 'opening of a new synagogue'), ('Target-1', 'Mainz')], [('Action-1', 'opening of a new synagogue'), ('Target-1', 'Germany')]]",True,0-Make a Statement,0-1 Make Public Statement,,,,,True,"[('Action-1', 'opening of a new synagogue', 4), ('Location', 'Mainz', 34), ('Location', 'Germany', 130)]",[],True,0-Make a Statement,0-1 Make Public Statement,,,,,True,"[('Action-1', 'opening', 4), ('Target-1', 'new synagogue', 17), ('Location', 'Mainz', 34)]","[[('Action-1', 'opening'), ('Target-1', 'new synagogue')]]",True,0-Make a Statement,0-1 Make Public Statement,,,,,,
aAtaRfb4UYLmfqo7PfzchprB4pfC-cameo_100.csv_6,No. 49 sentences Philippine province says to keep open-pit mining ban Mining & Metals - Specialty Erik dela Cruz,No. 49 ,Philippine province says to keep open-pit mining ban Mining & Metals - Specialty Erik dela Cruz,True,"[('Source-1', 'Philippine province', 0), ('Action-1', 'says', 20)]","[[('Source-1', 'Philippine province'), ('Action-1', 'says')]]",True,0-Make a Statement,0-1 Make Public Statement,,,,,False,[],[],True,"[('Source-1', 'Philippine province', 0), ('Action-1', 'says to keep', 20), ('Target-1', 'open-pit mining ban Mining & Metals', 33)]","[[('Source-1', 'Philippine province'), ('Action-1', 'says to keep')], [('Action-1', 'says to keep'), ('Target-1', 'open-pit mining ban Mining & Metals')]]",True,1-Verbal Cooperation,0-2 Appeal,,,,,True,"[('Source-1', 'Philippine province', 0), ('Action-1', 'says to keep', 20), ('Target-1', 'open-pit mining ban Mining & Metals', 33)]","[[('Source-1', 'Philippine province'), ('Action-1', 'says to keep')], [('Action-1', 'says to keep'), ('Target-1', 'open-pit mining ban Mining & Metals')]]",True,0-Make a Statement,0-1 Make Public Statement,,,,,True,"[('Source-1', 'Philippine province', 0), ('Action-1', 'says', 20)]",[],True,0-Make a Statement,0-1 Make Public Statement,,,,,,
